Time,EC,Experiment
00:16:38,188.3,High Seismicity
00:16:40,188.3,High Seismicity
00:16:42,188.3,High Seismicity
00:16:44,188.3,High Seismicity
00:16:46,188.3,High Seismicity
00:16:48,188.3,High Seismicity
00:16:50,188.3,High Seismicity
00:16:52,188.3,High Seismicity
00:16:54,188.3,High Seismicity
00:16:56,188.3,High Seismicity
00:16:58,188.3,High Seismicity
00:17:00,188.3,High Seismicity
00:17:02,188.3,High Seismicity
00:17:04,188.3,High Seismicity
00:17:06,188.3,High Seismicity
00:17:08,188.3,High Seismicity
00:17:10,188.3,High Seismicity
00:17:12,188.3,High Seismicity
00:17:14,188.3,High Seismicity
00:17:16,188.3,High Seismicity
00:17:18,188.3,High Seismicity
00:17:20,188.3,High Seismicity
00:17:22,188.3,High Seismicity
00:17:24,188.3,High Seismicity
00:17:26,188.3,High Seismicity
00:17:28,188.4,High Seismicity
00:17:30,188.3,High Seismicity
00:17:32,188.4,High Seismicity
00:17:34,188.3,High Seismicity
00:17:36,188.4,High Seismicity
00:17:38,188.4,High Seismicity
00:17:40,188.4,High Seismicity
00:17:42,188.4,High Seismicity
00:17:44,188.4,High Seismicity
00:17:46,188.4,High Seismicity
00:17:48,188.4,High Seismicity
00:17:50,188.4,High Seismicity
00:17:52,188.4,High Seismicity
00:17:54,188.4,High Seismicity
00:17:56,188.4,High Seismicity
00:17:58,188.4,High Seismicity
00:18:00,188.4,High Seismicity
00:18:02,188.4,High Seismicity
00:18:04,188.4,High Seismicity
00:18:06,188.4,High Seismicity
00:18:08,188.4,High Seismicity
00:18:10,188.4,High Seismicity
00:18:12,188.4,High Seismicity
00:18:14,188.4,High Seismicity
00:18:16,188.4,High Seismicity
00:18:18,188.4,High Seismicity
00:18:20,188.4,High Seismicity
00:18:22,188.5,High Seismicity
00:18:24,188.4,High Seismicity
00:18:26,188.5,High Seismicity
00:18:28,188.5,High Seismicity
00:18:30,188.5,High Seismicity
00:18:32,188.5,High Seismicity
00:18:34,188.5,High Seismicity
00:18:36,188.5,High Seismicity
00:18:38,188.5,High Seismicity
00:18:40,188.5,High Seismicity
00:18:42,188.5,High Seismicity
00:18:44,188.5,High Seismicity
00:18:46,188.5,High Seismicity
00:18:48,188.5,High Seismicity
00:18:50,188.5,High Seismicity
00:18:52,188.5,High Seismicity
00:18:54,188.5,High Seismicity
00:18:56,188.5,High Seismicity
00:18:58,188.5,High Seismicity
00:19:00,188.5,High Seismicity
00:19:02,188.5,High Seismicity
00:19:04,188.5,High Seismicity
00:19:06,188.6,High Seismicity
00:19:08,188.5,High Seismicity
00:19:10,188.6,High Seismicity
00:19:12,188.6,High Seismicity
00:19:14,188.5,High Seismicity
00:19:16,188.6,High Seismicity
00:19:18,188.6,High Seismicity
00:19:20,188.5,High Seismicity
00:19:22,188.5,High Seismicity
00:19:24,188.5,High Seismicity
00:19:26,188.6,High Seismicity
00:19:28,188.6,High Seismicity
00:19:30,188.6,High Seismicity
00:19:32,188.6,High Seismicity
00:19:34,188.6,High Seismicity
00:19:36,188.6,High Seismicity
00:19:38,188.6,High Seismicity
00:19:40,188.6,High Seismicity
00:19:42,188.6,High Seismicity
00:19:44,188.6,High Seismicity
00:19:46,188.6,High Seismicity
00:19:48,188.6,High Seismicity
00:19:50,188.6,High Seismicity
00:19:52,188.6,High Seismicity
00:19:54,188.6,High Seismicity
00:19:56,188.6,High Seismicity
00:19:58,188.6,High Seismicity
00:20:00,188.7,High Seismicity
00:20:02,188.7,High Seismicity
00:20:04,188.7,High Seismicity
00:20:06,188.7,High Seismicity
00:20:08,188.7,High Seismicity
00:20:10,188.7,High Seismicity
00:20:12,188.7,High Seismicity
00:20:14,188.7,High Seismicity
00:20:16,188.7,High Seismicity
00:20:18,188.7,High Seismicity
00:20:20,188.7,High Seismicity
00:20:22,188.7,High Seismicity
00:20:24,188.7,High Seismicity
