Time,ORP,Experiment
14:21:56,89.9,High Seismicity
14:21:58,89.8,High Seismicity
14:22:00,89.4,High Seismicity
14:22:02,88.9,High Seismicity
14:22:04,88.2,High Seismicity
14:22:06,89.6,High Seismicity
14:22:08,89.1,High Seismicity
14:22:10,89.7,High Seismicity
14:22:12,91.1,High Seismicity
14:22:14,90.1,High Seismicity
14:22:16,91.4,High Seismicity
14:22:18,91.6,High Seismicity
14:22:20,91.1,High Seismicity
14:22:22,90.6,High Seismicity
14:22:24,91.6,High Seismicity
14:22:26,91.9,High Seismicity
14:22:28,92.4,High Seismicity
14:22:30,92.1,High Seismicity
14:22:32,91.9,High Seismicity
14:22:34,92.5,High Seismicity
14:22:36,92.8,High Seismicity
14:22:38,90.9,High Seismicity
14:22:40,91.1,High Seismicity
14:22:42,91.1,High Seismicity
14:22:44,90.4,High Seismicity
14:22:46,89.6,High Seismicity
14:22:48,88.9,High Seismicity
14:22:50,88.1,High Seismicity
14:22:52,88.1,High Seismicity
14:22:54,88.6,High Seismicity
14:22:56,88.2,High Seismicity
14:22:58,88.3,High Seismicity
14:23:00,87.5,High Seismicity
14:23:02,87.8,High Seismicity
14:23:04,88,High Seismicity
14:23:06,87.9,High Seismicity
14:23:08,88.3,High Seismicity
14:23:10,89.2,High Seismicity
14:23:12,90,High Seismicity
14:23:14,90,High Seismicity
14:23:16,89.2,High Seismicity
14:23:18,89,High Seismicity
14:23:20,89.1,High Seismicity
14:23:22,89.1,High Seismicity
14:23:24,88.6,High Seismicity
14:23:26,89.4,High Seismicity
14:23:28,89,High Seismicity
14:23:30,88.8,High Seismicity
14:23:32,88.6,High Seismicity
14:23:34,89.7,High Seismicity
14:23:36,89.5,High Seismicity
14:23:38,89.7,High Seismicity
14:23:40,89.2,High Seismicity
14:23:42,89,High Seismicity
14:23:44,88.7,High Seismicity
14:23:46,88.1,High Seismicity
14:23:48,88.8,High Seismicity
14:23:50,88.8,High Seismicity
14:23:52,88.5,High Seismicity
14:23:54,87.7,High Seismicity
14:23:56,86.6,High Seismicity
14:23:58,86.1,High Seismicity
14:24:00,86.1,High Seismicity
14:24:02,87.1,High Seismicity
14:24:04,86.1,High Seismicity
14:24:06,86.3,High Seismicity
14:24:08,85.7,High Seismicity
14:24:10,86.3,High Seismicity
14:24:12,87.7,High Seismicity
14:24:14,88.2,High Seismicity
14:24:16,88.6,High Seismicity
14:24:18,88.2,High Seismicity
14:24:20,88.6,High Seismicity
14:24:22,88.8,High Seismicity
14:24:24,89.5,High Seismicity
14:24:26,89.4,High Seismicity
14:24:28,89.7,High Seismicity
14:24:30,90,High Seismicity
14:24:32,89.7,High Seismicity
14:24:34,88.7,High Seismicity
14:24:36,89.4,High Seismicity
14:24:38,89,High Seismicity
14:24:40,88.8,High Seismicity
14:24:42,89,High Seismicity
14:24:44,90.1,High Seismicity
14:24:46,89.6,High Seismicity
14:24:48,89.2,High Seismicity
14:24:50,89.9,High Seismicity
14:24:52,90.8,High Seismicity
14:24:54,90,High Seismicity
14:24:56,89.4,High Seismicity
14:24:58,89,High Seismicity
14:25:00,89.3,High Seismicity
14:25:02,88.6,High Seismicity
14:25:04,87.6,High Seismicity
14:25:06,87.1,High Seismicity
14:25:08,87.3,High Seismicity
14:25:10,87.6,High Seismicity
14:25:12,87.3,High Seismicity
14:25:14,88.5,High Seismicity
14:25:16,88.9,High Seismicity
14:25:18,89.1,High Seismicity
14:25:20,89.4,High Seismicity
14:25:22,90.8,High Seismicity
14:25:24,90.1,High Seismicity
14:25:26,90.3,High Seismicity
14:25:28,92.5,High Seismicity
14:25:30,91.2,High Seismicity
14:25:32,90.7,High Seismicity
14:25:34,89.9,High Seismicity
14:25:36,89.1,High Seismicity
14:25:38,89.1,High Seismicity
14:25:40,88.8,High Seismicity
14:25:42,88.7,High Seismicity
14:25:44,88.8,High Seismicity
14:25:46,89.6,High Seismicity
14:25:48,89,High Seismicity
14:25:50,88.4,High Seismicity
14:25:52,87.8,High Seismicity
14:25:54,87.2,High Seismicity
14:25:56,86.8,High Seismicity
14:25:58,86.3,High Seismicity
14:26:00,87,High Seismicity
14:26:02,87.6,High Seismicity
14:26:04,87.3,High Seismicity
14:26:06,87.1,High Seismicity
14:26:08,86.3,High Seismicity
14:26:10,85.9,High Seismicity
14:26:12,86,High Seismicity
14:26:14,85.9,High Seismicity
14:26:16,87.6,High Seismicity
14:26:18,88.6,High Seismicity
14:26:20,88,High Seismicity
14:26:22,89.8,High Seismicity
14:26:24,91.3,High Seismicity
14:26:26,91.9,High Seismicity
14:26:28,90.1,High Seismicity
14:26:30,89.5,High Seismicity
14:26:32,91.1,High Seismicity
14:26:34,90.5,High Seismicity
14:26:36,90.9,High Seismicity
14:26:38,91.6,High Seismicity
14:26:40,92.2,High Seismicity
14:26:42,91.8,High Seismicity
14:26:44,91.1,High Seismicity
14:26:46,91.8,High Seismicity
14:26:48,91.5,High Seismicity
14:26:50,92.1,High Seismicity
14:26:52,92.4,High Seismicity
14:26:54,91.4,High Seismicity
14:26:56,90.5,High Seismicity
14:26:58,88.7,High Seismicity
14:27:00,88.9,High Seismicity
14:27:02,88.8,High Seismicity
14:27:04,89.2,High Seismicity
14:27:06,90.2,High Seismicity
14:27:08,90.8,High Seismicity
14:27:10,91.3,High Seismicity
14:27:12,91.4,High Seismicity
14:27:14,91.3,High Seismicity
14:27:16,90.9,High Seismicity
